mes_dia,media_notificacoes_dia,notificacoes_dia,regiao,r2,mae,mape,msd,mse,rmse,ano_inicio,ano_fim,ano,chave,limiar_pre_epidemico,intensidade_alta,intensidade_muito_alta
11-2,20,41,sul,0.8520757013013089,37.40800000000003,1.1083759513276934,37.40800000000003,1719.4240000000004,41.46593782853585,2013,2019,2020,sul2020,150,553,788
11-3,20,38,sul,0.8520757013013089,37.40800000000003,1.1083759513276934,37.40800000000003,1719.4240000000004,41.46593782853585,2013,2019,2020,sul2020,150,553,788
11-4,19,40,sul,0.8520757013013089,37.40800000000003,1.1083759513276934,37.40800000000003,1719.4240000000004,41.46593782853585,2013,2019,2020,sul2020,150,553,788
11-5,18,40,sul,0.8520757013013089,37.40800000000003,1.1083759513276934,37.40800000000003,1719.4240000000004,41.46593782853585,2013,2019,2020,sul2020,150,553,788
11-6,18,43,sul,0.8520757013013089,37.40800000000003,1.1083759513276934,37.40800000000003,1719.4240000000004,41.46593782853585,2013,2019,2020,sul2020,150,553,788
11-7,18,37,sul,0.8520757013013089,37.40800000000003,1.1083759513276934,37.40800000000003,1719.4240000000004,41.46593782853585,2013,2019,2020,sul2020,150,553,788
11-8,17,40,sul,0.8520757013013089,37.40800000000003,1.1083759513276934,37.40800000000003,1719.4240000000004,41.46593782853585,2013,2019,2020,sul2020,150,553,788
11-9,17,35,sul,0.8520757013013089,37.40800000000003,1.1083759513276934,37.40800000000003,1719.4240000000004,41.46593782853585,2013,2019,2020,sul2020,150,553,788
11-10,16,37,sul,0.8520757013013089,37.40800000000003,1.1083759513276934,37.40800000000003,1719.4240000000004,41.46593782853585,2013,2019,2020,sul2020,150,553,788
11-11,17,39,sul,0.8520757013013089,37.40800000000003,1.1083759513276934,37.40800000000003,1719.4240000000004,41.46593782853585,2013,2019,2020,sul2020,150,553,788
11-12,18,37,sul,0.8520757013013089,37.40800000000003,1.1083759513276934,37.40800000000003,1719.4240000000004,41.46593782853585,2013,2019,2020,sul2020,150,553,788
11-13,17,32,sul,0.8520757013013089,37.40800000000003,1.1083759513276934,37.40800000000003,1719.4240000000004,41.46593782853585,2013,2019,2020,sul2020,150,553,788
11-14,15,34,sul,0.8520757013013089,37.40800000000003,1.1083759513276934,37.40800000000003,1719.4240000000004,41.46593782853585,2013,2019,2020,sul2020,150,553,788
11-15,15,29,sul,0.8520757013013089,37.40800000000003,1.1083759513276934,37.40800000000003,1719.4240000000004,41.46593782853585,2013,2019,2020,sul2020,150,553,788
11-16,16,25,sul,0.8520757013013089,37.40800000000003,1.1083759513276934,37.40800000000003,1719.4240000000004,41.46593782853585,2013,2019,2020,sul2020,150,553,788
11-17,17,27,sul,0.8520757013013089,37.40800000000003,1.1083759513276934,37.40800000000003,1719.4240000000004,41.46593782853585,2013,2019,2020,sul2020,150,553,788
11-18,16,23,sul,0.8520757013013089,37.40800000000003,1.1083759513276934,37.40800000000003,1719.4240000000004,41.46593782853585,2013,2019,2020,sul2020,150,553,788
11-19,16,20,sul,0.8520757013013089,37.40800000000003,1.1083759513276934,37.40800000000003,1719.4240000000004,41.46593782853585,2013,2019,2020,sul2020,150,553,788
11-20,17,30,sul,0.8520757013013089,37.40800000000003,1.1083759513276934,37.40800000000003,1719.4240000000004,41.46593782853585,2013,2019,2020,sul2020,150,553,788
11-21,17,30,sul,0.8520757013013089,37.40800000000003,1.1083759513276934,37.40800000000003,1719.4240000000004,41.46593782853585,2013,2019,2020,sul2020,150,553,788
11-22,16,29,sul,0.8520757013013089,37.40800000000003,1.1083759513276934,37.40800000000003,1719.4240000000004,41.46593782853585,2013,2019,2020,sul2020,150,553,788
11-23,16,37,sul,0.8520757013013089,37.40800000000003,1.1083759513276934,37.40800000000003,1719.4240000000004,41.46593782853585,2013,2019,2020,sul2020,150,553,788
11-24,16,42,sul,0.8520757013013089,37.40800000000003,1.1083759513276934,37.40800000000003,1719.4240000000004,41.46593782853585,2013,2019,2020,sul2020,150,553,788
11-25,16,36,sul,0.8520757013013089,37.40800000000003,1.1083759513276934,37.40800000000003,1719.4240000000004,41.46593782853585,2013,2019,2020,sul2020,150,553,788
11-26,15,27,sul,0.8520757013013089,37.40800000000003,1.1083759513276934,37.40800000000003,1719.4240000000004,41.46593782853585,2013,2019,2020,sul2020,150,553,788
11-27,14,28,sul,0.8520757013013089,37.40800000000003,1.1083759513276934,37.40800000000003,1719.4240000000004,41.46593782853585,2013,2019,2020,sul2020,150,553,788
11-28,15,28,sul,0.8520757013013089,37.40800000000003,1.1083759513276934,37.40800000000003,1719.4240000000004,41.46593782853585,2013,2019,2020,sul2020,150,553,788
11-29,15,24,sul,0.8520757013013089,37.40800000000003,1.1083759513276934,37.40800000000003,1719.4240000000004,41.46593782853585,2013,2019,2020,sul2020,150,553,788
11-30,14,19,sul,0.8520757013013089,37.40800000000003,1.1083759513276934,37.40800000000003,1719.4240000000004,41.46593782853585,2013,2019,2020,sul2020,150,553,788
12-1,14,23,sul,0.8520757013013089,37.40800000000003,1.1083759513276934,37.40800000000003,1719.4240000000004,41.46593782853585,2013,2019,2020,sul2020,150,553,788
12-2,14,21,sul,0.8520757013013089,37.40800000000003,1.1083759513276934,37.40800000000003,1719.4240000000004,41.46593782853585,2013,2019,2020,sul2020,150,553,788
12-3,15,21,sul,0.8520757013013089,37.40800000000003,1.1083759513276934,37.40800000000003,1719.4240000000004,41.46593782853585,2013,2019,2020,sul2020,150,553,788
12-4,14,18,sul,0.8520757013013089,37.40800000000003,1.1083759513276934,37.40800000000003,1719.4240000000004,41.46593782853585,2013,2019,2020,sul2020,150,553,788
12-5,13,15,sul,0.8520757013013089,37.40800000000003,1.1083759513276934,37.40800000000003,1719.4240000000004,41.46593782853585,2013,2019,2020,sul2020,150,553,788
12-6,12,16,sul,0.8520757013013089,37.40800000000003,1.1083759513276934,37.40800000000003,1719.4240000000004,41.46593782853585,2013,2019,2020,sul2020,150,553,788
12-7,13,23,sul,0.8520757013013089,37.40800000000003,1.1083759513276934,37.40800000000003,1719.4240000000004,41.46593782853585,2013,2019,2020,sul2020,150,553,788
12-8,13,22,sul,0.8520757013013089,37.40800000000003,1.1083759513276934,37.40800000000003,1719.4240000000004,41.46593782853585,2013,2019,2020,sul2020,150,553,788
12-9,13,22,sul,0.8520757013013089,37.40800000000003,1.1083759513276934,37.40800000000003,1719.4240000000004,41.46593782853585,2013,2019,2020,sul2020,150,553,788
12-10,12,28,sul,0.8520757013013089,37.40800000000003,1.1083759513276934,37.40800000000003,1719.4240000000004,41.46593782853585,2013,2019,2020,sul2020,150,553,788
12-11,13,27,sul,0.8520757013013089,37.40800000000003,1.1083759513276934,37.40800000000003,1719.4240000000004,41.46593782853585,2013,2019,2020,sul2020,150,553,788
12-12,13,27,sul,0.8520757013013089,37.40800000000003,1.1083759513276934,37.40800000000003,1719.4240000000004,41.46593782853585,2013,2019,2020,sul2020,150,553,788
12-13,15,29,sul,0.8520757013013089,37.40800000000003,1.1083759513276934,37.40800000000003,1719.4240000000004,41.46593782853585,2013,2019,2020,sul2020,150,553,788
12-14,14,25,sul,0.8520757013013089,37.40800000000003,1.1083759513276934,37.40800000000003,1719.4240000000004,41.46593782853585,2013,2019,2020,sul2020,150,553,788
12-15,15,22,sul,0.8520757013013089,37.40800000000003,1.1083759513276934,37.40800000000003,1719.4240000000004,41.46593782853585,2013,2019,2020,sul2020,150,553,788
12-16,13,22,sul,0.8520757013013089,37.40800000000003,1.1083759513276934,37.40800000000003,1719.4240000000004,41.46593782853585,2013,2019,2020,sul2020,150,553,788
12-17,12,22,sul,0.8520757013013089,37.40800000000003,1.1083759513276934,37.40800000000003,1719.4240000000004,41.46593782853585,2013,2019,2020,sul2020,150,553,788
12-18,11,16,sul,0.8520757013013089,37.40800000000003,1.1083759513276934,37.40800000000003,1719.4240000000004,41.46593782853585,2013,2019,2020,sul2020,150,553,788
12-19,10,16,sul,0.8520757013013089,37.40800000000003,1.1083759513276934,37.40800000000003,1719.4240000000004,41.46593782853585,2013,2019,2020,sul2020,150,553,788
12-20,10,20,sul,0.8520757013013089,37.40800000000003,1.1083759513276934,37.40800000000003,1719.4240000000004,41.46593782853585,2013,2019,2020,sul2020,150,553,788
12-21,9,18,sul,0.8520757013013089,37.40800000000003,1.1083759513276934,37.40800000000003,1719.4240000000004,41.46593782853585,2013,2019,2020,sul2020,150,553,788
12-22,9,16,sul,0.8520757013013089,37.40800000000003,1.1083759513276934,37.40800000000003,1719.4240000000004,41.46593782853585,2013,2019,2020,sul2020,150,553,788
12-23,9,14,sul,0.8520757013013089,37.40800000000003,1.1083759513276934,37.40800000000003,1719.4240000000004,41.46593782853585,2013,2019,2020,sul2020,150,553,788
